year_month,monthly_transaction_volume,monthly_revenue_usd,monthly_new_customers,avg_churn_rate_pct,avg_response_time_ms,avg_uptime_pct,avg_fraud_detection_rate_pct,avg_false_positive_rate_pct
2024-10-01,35032,1752441.58,1665,2.5593548387096776,151.33870967741936,99.4416129032258,85.62193548387097,2.894516129032258
2024-11-01,34347,1718073.57,1601,2.506666666666667,150.91333333333333,99.511,85.50333333333333,3.0140000000000002
2024-12-01,37815,1891545.44,1675,2.480645161290323,151.55161290322582,99.52903225806452,85.27645161290323,3.0029032258064516
2025-01-01,39113,1956496.41,1615,2.5938709677419354,152.57419354838711,99.51967741935485,83.58225806451614,3.130322580645161
2025-02-01,36757,1838499.1400000001,1546,2.5121428571428575,146.77142857142857,99.4875,85.85321428571429,2.994642857142857
2025-03-01,41382,2069743.09,1658,2.676129032258064,153.22903225806454,99.47354838709677,84.44612903225806,3.0945161290322583
2025-04-01,40302,2015787.55,1696,2.5446666666666666,147.76000000000002,99.46333333333334,86.47933333333334,3.0133333333333336
2025-05-01,41008,2051196.35,1700,2.600322580645161,150.61612903225807,99.46774193548387,84.68612903225807,2.986774193548387
2025-06-01,38489,1925150.62,1638,2.4603333333333333,155.12666666666667,99.56533333333333,86.95766666666667,3.1503333333333337
2025-07-01,38865,1943848.47,1742,2.5161290322580645,150.56129032258065,99.5283870967742,83.97322580645161,3.1212903225806454
2025-08-01,37595,1880510.09,1690,2.5103225806451612,148.03548387096777,99.5209677419355,83.75967741935484,2.902258064516129
2025-09-01,35478,1774722.71,1683,2.4676666666666667,157.60333333333335,99.45133333333334,86.83533333333334,3.0123333333333333
2025-10-01,36905,1846313.65,1707,2.565483870967742,144.60000000000002,99.50806451612904,84.1116129032258,2.9635483870967745
2025-11-01,37158,1858667.25,1642,2.4433333333333334,156.55,99.56333333333333,84.27866666666667,3.0563333333333333
