year_month,customer_id,transaction_count,total_spending,avg_transaction_amount,spending_volatility
2022-01-01,16802,1,40.0,40.0,
2022-01-01,16910,1,59.32,59.32,
2022-01-01,16948,1,97.32,97.32,
2022-01-01,16967,1,40.0,40.0,
2022-01-01,17022,1,37.96,37.96,
2022-01-01,17143,1,374.83,374.83,
2022-01-01,17158,1,28.34,28.34,
2022-01-01,17165,1,7.62,7.62,
2022-01-01,17203,1,36.53,36.53,
2022-01-01,17258,1,73.32,73.32,
2022-01-01,17316,1,987.29,987.29,
2022-01-01,17361,1,149.66,149.66,
2022-01-01,17378,1,208.54,208.54,
2022-01-01,17379,1,167.13,167.13,
2022-01-01,17402,1,106.53,106.53,
2022-01-01,17415,1,2.01,2.01,
2022-01-01,17601,1,185.59,185.59,
2022-01-01,17609,1,100.0,100.0,
2022-01-01,17787,1,58.14,58.14,
2022-01-01,18004,1,200.0,200.0,
2022-01-01,18100,1,34.79,34.79,
2022-01-01,18101,1,120.04,120.04,
2022-01-01,18120,1,32.05,32.05,
2022-01-01,18213,1,236.3,236.3,
2022-01-01,18329,1,407.76,407.76,
2022-01-01,18375,1,46.08,46.08,
2022-01-01,18450,1,90.94,90.94,
2022-01-01,18460,1,35.0,35.0,
2022-01-01,18483,1,42.39,42.39,
2022-01-01,18530,1,7.7,7.7,
2022-01-01,18531,1,113.57,113.57,
2022-01-01,18543,1,19.91,19.91,
2022-01-01,18763,1,77.67,77.67,
2022-01-01,18873,1,108.13,108.13,
2022-01-01,18907,1,84.14,84.14,
2022-01-01,18914,1,641.21,641.21,
2022-01-01,18935,1,87.22,87.22,
2022-01-01,19053,1,23.7,23.7,
2022-01-01,19087,1,76.67,76.67,
2022-01-01,19196,1,50.66,50.66,
2022-01-01,19200,1,63.07,63.07,
2022-01-01,19266,1,236.8,236.8,
2022-01-01,19366,1,143.35,143.35,
2022-01-01,19404,1,1539.5,1539.5,
2022-01-01,19509,1,37.53,37.53,
2022-01-01,19518,1,23.22,23.22,
2022-01-01,19536,1,21.76,21.76,
2022-01-01,19612,1,14.13,14.13,
2022-01-01,19725,1,9.84,9.84,
2022-01-01,19744,1,25.88,25.88,
2022-01-01,19790,1,22.52,22.52,
2022-01-01,19822,1,5.88,5.88,
2022-01-01,19824,1,1532.42,1532.42,
2022-01-01,19862,1,232.65,232.65,
2022-01-01,20014,1,22.89,22.89,
2022-01-01,20043,1,27.26,27.26,
2022-01-01,20046,1,147.6,147.6,
2022-01-01,20058,1,48.62,48.62,
2022-01-01,20077,1,79.04,79.04,
2022-01-01,20081,1,1144.57,1144.57,
2022-01-01,20129,1,817.07,817.07,
2022-01-01,20465,1,13.37,13.37,
2022-01-01,20575,1,20.0,20.0,
2022-01-01,20593,1,188.43,188.43,
2022-01-01,20601,1,80.0,80.0,
2022-01-01,20747,1,19.62,19.62,
2022-01-01,20771,1,16.79,16.79,
2022-01-01,20803,1,141.47,141.47,
2022-01-01,20948,1,141.25,141.25,
2022-01-01,21025,1,76.75,76.75,
2022-01-01,21188,1,8.3,8.3,
2022-01-01,21208,1,1.83,1.83,
2022-01-01,21396,1,60.0,60.0,
2022-01-01,21519,1,266.85,266.85,
2022-01-01,21632,1,70.68,70.68,
2022-01-01,21851,1,18.66,18.66,
2022-01-01,21923,1,806.05,806.05,
2022-01-01,21928,1,200.0,200.0,
2022-01-01,22165,1,60.0,60.0,
2022-01-01,22181,1,27.12,27.12,
2022-01-01,22302,1,146.23,146.23,
2022-01-01,22438,1,28.34,28.34,
2022-01-01,22729,1,61.54,61.54,
2022-01-01,22830,1,10.83,10.83,
2022-01-01,22906,1,32.09,32.09,
2022-01-01,22984,1,25.28,25.28,
2022-01-01,23034,1,72.95,72.95,
2022-01-01,23081,1,14.77,14.77,
2022-01-01,23094,1,32.97,32.97,
2022-01-01,23191,1,270.37,270.37,
2022-01-01,23354,1,35.84,35.84,
2022-01-01,23389,1,794.28,794.28,
2022-01-01,23404,1,17.59,17.59,
2022-01-01,23487,1,266.95,266.95,
2022-01-01,23495,1,64.54,64.54,
2022-01-01,23504,1,388.4,388.4,
2022-01-01,23596,1,42.57,42.57,
2022-01-01,23625,1,20.0,20.0,
2022-01-01,23674,1,60.0,60.0,
2022-01-01,23972,1,31.31,31.31,
2022-01-01,24089,1,77.64,77.64,
2022-01-01,24153,1,13.37,13.37,
2022-01-01,24269,1,50.28,50.28,
2022-01-01,24313,1,115.54,115.54,
2022-01-01,24325,1,134.12,134.12,
2022-01-01,24349,1,40.78,40.78,
2022-01-01,24373,1,38.56,38.56,
2022-01-01,24393,1,2.28,2.28,
2022-01-01,24436,1,67.62,67.62,
2022-01-01,24456,1,6.26,6.26,
2022-01-01,24527,1,97.31,97.31,
2022-01-01,24858,1,33.25,33.25,
2022-01-01,24997,1,191.25,191.25,
2022-01-01,25036,1,20.58,20.58,
2022-01-01,25142,1,159.79,159.79,
2022-01-01,25165,1,44.91,44.91,
2022-01-01,25187,1,205.57,205.57,
2022-01-01,25244,1,44.27,44.27,
2022-01-01,25254,1,11.62,11.62,
2022-01-01,25273,1,17.92,17.92,
2022-01-01,25374,1,115.74,115.74,
2022-01-01,25385,1,9.4,9.4,
2022-01-01,25406,1,44.52,44.52,
2022-01-01,25443,1,100.0,100.0,
2022-01-01,25485,1,12.32,12.32,
2022-01-01,25490,1,297.34,297.34,
2022-01-01,25519,1,23.17,23.17,
2022-01-01,25672,1,60.0,60.0,
2022-01-01,25719,1,112.96,112.96,
2022-01-01,25730,1,29.25,29.25,
2022-01-01,25869,1,81.36,81.36,
2022-01-01,25900,1,23.0,23.0,
2022-01-01,25959,1,64.9,64.9,
2022-01-01,25990,1,751.66,751.66,
2022-01-01,26061,1,28.12,28.12,
2022-01-01,26192,1,105.91,105.91,
2022-01-01,26228,1,58.88,58.88,
2022-01-01,26248,1,31.04,31.04,
2022-01-01,26257,1,54.71,54.71,
2022-01-01,26281,1,57.67,57.67,
2022-01-01,26352,1,149.56,149.56,
2022-01-01,26374,1,36.2,36.2,
2022-01-01,26409,1,163.12,163.12,
2022-01-01,26438,1,101.94,101.94,
2022-01-01,26447,1,25.8,25.8,
2022-01-01,26554,1,4.26,4.26,
2022-01-01,26637,1,355.99,355.99,
2022-01-01,26736,1,8.45,8.45,
2022-01-01,26751,1,4.18,4.18,
2022-01-01,26864,1,802.66,802.66,
2022-01-01,26882,1,13.89,13.89,
2022-01-01,27022,1,313.3,313.3,
2022-01-01,27155,1,23.42,23.42,
2022-01-01,27297,1,200.0,200.0,
2022-01-01,27328,1,14.39,14.39,
2022-01-01,27329,1,92.37,92.37,
2022-01-01,27370,1,19.09,19.09,
2022-01-01,27483,1,884.39,884.39,
2022-01-01,27602,1,200.0,200.0,
2022-01-01,27663,1,33.12,33.12,
2022-01-01,27700,1,4.21,4.21,
2022-01-01,27824,1,137.36,137.36,
2022-01-01,27831,1,100.85,100.85,
2022-01-01,27885,1,328.42,328.42,
2022-01-01,27959,1,13.88,13.88,
2022-01-01,28070,1,27.15,27.15,
2022-01-01,28178,1,24.83,24.83,
2022-01-01,28427,1,136.9,136.9,
2022-01-01,28454,1,60.0,60.0,
2022-01-01,28557,1,19.82,19.82,
2022-01-01,28608,1,46.85,46.85,
2022-01-01,28757,1,45.7,45.7,
2022-01-01,28835,1,49.0,49.0,
2022-01-01,28864,1,1085.6,1085.6,
2022-01-01,28876,1,42.42,42.42,
2022-01-01,28936,1,20.0,20.0,
2022-01-01,28949,1,201.55,201.55,
2022-01-01,28993,1,120.15,120.15,
2022-01-01,29087,1,62.51,62.51,
2022-01-01,29178,1,195.53,195.53,
2022-01-01,29210,1,17.87,17.87,
2022-01-01,29246,1,111.22,111.22,
2022-01-01,29475,1,378.62,378.62,
2022-01-01,29677,1,200.0,200.0,
2022-01-01,29709,1,16.21,16.21,
2022-01-01,29754,1,101.33,101.33,
2022-01-01,29755,1,80.0,80.0,
2022-01-01,29758,1,15.01,15.01,
2022-01-01,30028,1,37.81,37.81,
2022-01-01,30092,1,200.0,200.0,
2022-01-01,30125,1,240.02,240.02,
2022-01-01,30199,1,39.09,39.09,
2022-01-01,30268,1,30.37,30.37,
2022-01-01,30272,1,102.98,102.98,
2022-01-01,30275,1,22.31,22.31,
2022-01-01,30539,1,86.54,86.54,
2022-01-01,30684,1,494.04,494.04,
2022-01-01,30707,1,953.02,953.02,
2022-01-01,30783,1,20.0,20.0,
2022-01-01,30792,1,48.49,48.49,
2022-01-01,30833,1,472.26,472.26,
2022-01-01,30842,1,36.4,36.4,
2022-01-01,30981,1,9.84,9.84,
2022-01-01,31060,1,116.68,116.68,
2022-01-01,31106,1,76.03,76.03,
2022-01-01,31125,1,128.2,128.2,
2022-01-01,31143,1,314.88,314.88,
2022-01-01,31459,1,7.47,7.47,
2022-01-01,31473,1,90.97,90.97,
2022-01-01,31505,1,50.03,50.03,
2022-01-01,31526,1,1085.92,1085.92,
2022-01-01,31532,1,27.75,27.75,
2022-01-01,31612,1,18.48,18.48,
2022-01-01,31639,1,12.97,12.97,
2022-01-01,31676,1,27.06,27.06,
2022-01-01,31868,1,80.0,80.0,
2022-01-01,31932,1,18.12,18.12,
2022-01-01,31942,1,40.0,40.0,
2022-01-01,31997,1,76.96,76.96,
2022-01-01,32077,1,12.25,12.25,
2022-01-01,32090,1,4.09,4.09,
2022-01-01,32190,1,925.74,925.74,
2022-01-01,32193,1,20.0,20.0,
2022-01-01,32345,1,51.73,51.73,
2022-01-01,32367,1,141.07,141.07,
2022-01-01,32382,1,197.92,197.92,
2022-01-01,32407,2,120.0,60.0,28.284271247461902
2022-01-01,32464,1,40.0,40.0,
2022-01-01,32503,1,51.92,51.92,
2022-01-01,32539,2,1869.9399999999998,934.9699999999999,1319.6168171859588
2022-01-01,32782,1,122.58,122.58,
2022-01-01,32841,1,40.0,40.0,
2022-01-01,32842,1,248.8,248.8,
2022-01-01,33087,1,20.41,20.41,
2022-01-01,33364,1,1944.24,1944.24,
2022-01-01,33490,1,20.0,20.0,
2022-01-01,33520,1,298.57,298.57,
2022-01-01,33616,1,6.41,6.41,
2022-01-01,33631,1,11.62,11.62,
2022-01-01,33672,1,30.96,30.96,
2022-01-01,33680,1,152.74,152.74,
2022-01-01,33792,1,140.06,140.06,
2022-01-01,33793,1,579.98,579.98,
2022-01-01,33825,1,216.7,216.7,
2022-01-01,33912,1,61.36,61.36,
2022-01-01,33913,1,100.0,100.0,
2022-01-01,33922,1,20.03,20.03,
2022-01-01,34274,1,158.67,158.67,
2022-01-01,34299,1,118.43,118.43,
2022-01-01,34310,1,20.0,20.0,
2022-01-01,34402,1,80.0,80.0,
2022-01-01,34468,1,33.77,33.77,
2022-01-01,34589,2,206.42000000000002,103.21000000000001,110.74706406943707
2022-01-01,34606,1,38.66,38.66,
2022-01-01,34628,1,305.34,305.34,
2022-01-01,34871,1,14.15,14.15,
2022-01-01,34897,1,101.78,101.78,
2022-01-01,34935,1,66.22,66.22,
2022-01-01,35103,1,166.0,166.0,
2022-01-01,35112,1,31.89,31.89,
2022-01-01,35139,1,200.0,200.0,
2022-01-01,35191,1,80.0,80.0,
2022-01-01,35225,1,16.86,16.86,
2022-01-01,35229,1,478.47,478.47,
2022-01-01,35251,1,21.63,21.63,
2022-01-01,35289,1,56.73,56.73,
2022-01-01,35382,1,24.49,24.49,
2022-01-01,35406,1,53.3,53.3,
2022-01-01,35467,1,28.6,28.6,
2022-01-01,35497,1,27.29,27.29,
2022-01-01,35569,1,123.8,123.8,
2022-01-01,35577,1,19.02,19.02,
2022-01-01,35608,1,258.96,258.96,
2022-01-01,35787,1,48.49,48.49,
2022-01-01,35849,1,4.9,4.9,
2022-01-01,35963,1,30.96,30.96,
2022-01-01,35970,1,39.53,39.53,
2022-01-01,36013,1,100.0,100.0,
2022-01-01,36050,1,10.06,10.06,
2022-01-01,36068,1,52.21,52.21,
2022-01-01,36090,1,116.03,116.03,
2022-01-01,36151,1,681.32,681.32,
2022-01-01,36209,1,100.0,100.0,
2022-01-01,36233,1,39.13,39.13,
2022-01-01,36460,1,80.0,80.0,
2022-01-01,36559,1,37.4,37.4,
2022-01-01,36651,1,23.17,23.17,
2022-01-01,36711,1,60.0,60.0,
2022-01-01,36982,1,80.0,80.0,
2022-01-01,37075,1,13.55,13.55,
2022-01-01,37102,1,34.06,34.06,
2022-01-01,37304,1,47.61,47.61,
2022-01-01,37305,1,9.87,9.87,
2022-01-01,37328,1,40.0,40.0,
2022-01-01,37367,1,18.44,18.44,
2022-01-01,37491,1,29.86,29.86,
2022-01-01,37511,1,58.5,58.5,
2022-01-01,37668,1,13.32,13.32,
2022-01-01,37818,1,115.83,115.83,
2022-01-01,37905,1,217.18,217.18,
2022-01-01,37952,1,25.29,25.29,
2022-01-01,38092,1,609.91,609.91,
2022-01-01,38205,1,108.57,108.57,
2022-01-01,38325,1,60.0,60.0,
2022-01-01,38360,1,114.03,114.03,
2022-01-01,38580,1,40.0,40.0,
2022-01-01,38588,1,14.51,14.51,
2022-01-01,38721,1,324.2,324.2,
2022-01-01,38915,1,59.01,59.01,
2022-01-01,38961,1,617.48,617.48,
2022-01-01,39007,1,26.92,26.92,
2022-01-01,39029,1,17.37,17.37,
2022-01-01,39031,1,94.9,94.9,
2022-01-01,39109,1,50.31,50.31,
2022-01-01,39138,1,7.42,7.42,
2022-01-01,39260,1,121.27,121.27,
2022-01-01,39418,1,4.72,4.72,
2022-01-01,39468,1,57.17,57.17,
2022-01-01,39714,1,114.06,114.06,
2022-01-01,39863,1,7.39,7.39,
2022-01-01,40158,1,95.14,95.14,
2022-01-01,40165,1,30.19,30.19,
2022-01-01,40168,1,20.29,20.29,
2022-01-01,40292,1,11.58,11.58,
2022-01-01,40470,1,401.94,401.94,
2022-01-01,40574,1,164.97,164.97,
2022-01-01,40611,1,5697.57,5697.57,
2022-01-01,40676,1,86.39,86.39,
2022-01-01,40742,1,73.34,73.34,
2022-01-01,40977,1,23.81,23.81,
2022-01-01,40992,1,31.76,31.76,
2022-01-01,41068,1,60.95,60.95,
2022-01-01,41072,1,26.9,26.9,
2022-01-01,41084,1,38.63,38.63,
2022-01-01,41092,1,509.93,509.93,
2022-01-01,41101,1,129.65,129.65,
2022-01-01,41205,1,28.74,28.74,
2022-01-01,41319,1,55.13,55.13,
2022-01-01,41480,1,103.02,103.02,
2022-01-01,41528,1,31.15,31.15,
2022-01-01,41611,1,10.53,10.53,
2022-01-01,41756,1,56.18,56.18,
2022-01-01,41790,1,3.08,3.08,
2022-01-01,41892,1,106.42,106.42,
2022-01-01,41980,1,302.82,302.82,
2022-01-01,42357,1,37.02,37.02,
2022-01-01,42453,1,7.31,7.31,
2022-01-01,42494,1,108.5,108.5,
2022-01-01,42536,1,80.0,80.0,
2022-01-01,42653,1,60.0,60.0,
2022-01-01,42710,1,495.64,495.64,
2022-01-01,42736,1,87.66,87.66,
2022-01-01,42877,1,100.0,100.0,
2022-01-01,42883,1,255.88,255.88,
2022-01-01,42892,1,8.18,8.18,
2022-01-01,42944,1,162.29,162.29,
2022-01-01,43052,1,219.02,219.02,
2022-01-01,43406,1,708.14,708.14,
2022-01-01,43437,1,10.69,10.69,
2022-01-01,43488,1,49.91,49.91,
2022-01-01,43599,1,100.0,100.0,
2022-01-01,43611,1,17.3,17.3,
2022-01-01,43650,1,36.78,36.78,
2022-01-01,43841,1,11.39,11.39,
2022-01-01,43856,1,142.05,142.05,
2022-01-01,43860,1,7.77,7.77,
2022-01-01,43901,1,1375.75,1375.75,
2022-01-01,43934,1,17.83,17.83,
2022-01-01,44185,1,21.99,21.99,
2022-01-01,44322,1,80.24,80.24,
2022-01-01,44357,1,13.45,13.45,
2022-01-01,44563,1,6.74,6.74,
2022-01-01,44616,1,7.98,7.98,
2022-01-01,44758,1,43.57,43.57,
2022-01-01,44764,1,225.98,225.98,
2022-01-01,45006,1,137.82,137.82,
2022-01-01,45119,1,162.23,162.23,
2022-01-01,45220,1,29.06,29.06,
2022-01-01,45399,1,169.65,169.65,
2022-01-01,45433,1,80.0,80.0,
2022-01-01,45540,1,63.3,63.3,
2022-01-01,45608,1,10.93,10.93,
2022-01-01,45680,1,66.56,66.56,
2022-01-01,45688,1,16.78,16.78,
2022-01-01,45743,1,200.0,200.0,
2022-01-01,45770,1,126.24,126.24,
2022-01-01,45774,1,19.26,19.26,
2022-01-01,45816,1,28.99,28.99,
2022-01-01,45896,1,45.0,45.0,
2022-01-01,46070,1,27.17,27.17,
2022-01-01,46098,1,74.55,74.55,
2022-01-01,46310,1,2.63,2.63,
2022-01-01,46350,1,11.35,11.35,
2022-01-01,46360,1,121.06,121.06,
2022-01-01,46387,1,6.17,6.17,
2022-01-01,46409,1,1164.69,1164.69,
2022-01-01,46451,1,174.29,174.29,
2022-01-01,46640,1,1200.18,1200.18,
2022-01-01,46661,1,185.67,185.67,
2022-01-01,46825,1,16.43,16.43,
2022-01-01,46853,1,100.0,100.0,
2022-01-01,46877,1,16.98,16.98,
2022-01-01,46898,1,191.05,191.05,
2022-01-01,47062,1,67.78,67.78,
2022-01-01,47148,1,5924.87,5924.87,
2022-01-01,47209,1,80.22,80.22,
2022-01-01,47290,1,42.55,42.55,
2022-01-01,47441,1,240.56,240.56,
2022-01-01,47569,1,98.26,98.26,
2022-01-01,47597,1,13.6,13.6,
2022-01-01,47613,1,60.0,60.0,
2022-01-01,47685,1,2363.62,2363.62,
2022-01-01,47687,1,408.24,408.24,
2022-01-01,47786,1,1494.21,1494.21,
2022-01-01,47788,1,19.22,19.22,
2022-01-01,47869,1,80.0,80.0,
2022-01-01,47919,1,130.0,130.0,
2022-01-01,47924,1,10.49,10.49,
2022-01-01,47950,1,8.31,8.31,
2022-01-01,48024,1,163.05,163.05,
2022-01-01,48108,1,7.06,7.06,
2022-01-01,48213,1,4.18,4.18,
2022-01-01,48423,1,27.36,27.36,
2022-01-01,48430,1,50.11,50.11,
2022-01-01,48554,1,47.73,47.73,
2022-01-01,48568,1,62.08,62.08,
2022-01-01,48591,1,195.57,195.57,
2022-01-01,48615,1,33.44,33.44,
2022-01-01,48651,1,22.44,22.44,
2022-01-01,48748,1,34.56,34.56,
2022-01-01,48897,1,60.0,60.0,
2022-01-01,49001,1,290.79,290.79,
2022-01-01,49027,1,86.33,86.33,
2022-01-01,49150,1,23.43,23.43,
2022-01-01,49185,1,16.57,16.57,
2022-01-01,49258,1,60.0,60.0,
2022-01-01,49356,1,7.78,7.78,
2022-01-01,49367,1,156.05,156.05,
2022-01-01,49554,1,24.34,24.34,
2022-01-01,49623,1,46.86,46.86,
2022-01-01,49644,1,6.12,6.12,
2022-01-01,49956,1,337.17,337.17,
2022-01-01,49965,1,28.91,28.91,
2022-01-01,50058,1,200.0,200.0,
2022-01-01,50160,1,20.0,20.0,
2022-01-01,50183,1,46.89,46.89,
2022-01-01,50295,1,89.03,89.03,
2022-01-01,50307,1,8.29,8.29,
2022-01-01,50394,1,1093.1,1093.1,
2022-01-01,50448,1,20.0,20.0,
2022-01-01,50530,1,30.2,30.2,
2022-01-01,50541,1,30.35,30.35,
2022-01-01,50724,1,58.81,58.81,
2022-01-01,50867,1,347.86,347.86,
2022-01-01,50868,1,40.54,40.54,
2022-01-01,51127,1,13.94,13.94,
2022-01-01,51188,1,16.04,16.04,
2022-01-01,51315,1,24.85,24.85,
2022-01-01,51326,1,22.61,22.61,
2022-01-01,51332,1,22.72,22.72,
2022-01-01,51366,1,13.97,13.97,
2022-01-01,51377,1,34.25,34.25,
2022-01-01,51442,1,122.08,122.08,
2022-01-01,51873,1,66.16,66.16,
2022-01-01,51930,1,20.4,20.4,
2022-01-01,52078,1,13.29,13.29,
2022-01-01,52301,1,161.05,161.05,
2022-01-01,52606,1,10.68,10.68,
2022-01-01,52640,1,425.17,425.17,
2022-01-01,52675,1,64.69,64.69,
2022-01-01,52689,1,30.02,30.02,
2022-01-01,52701,1,28.23,28.23,
2022-01-01,52908,1,13.48,13.48,
2022-01-01,53084,1,16.64,16.64,
2022-01-01,53135,1,23.2,23.2,
2022-01-01,53274,1,121.68,121.68,
2022-01-01,53322,1,6.56,6.56,
2022-01-01,53490,1,107.85,107.85,
2022-01-01,53526,1,72.05,72.05,
2022-01-01,53672,1,60.0,60.0,
2022-01-01,53817,1,120.51,120.51,
2022-01-01,53845,1,20.0,20.0,
2022-01-01,53997,1,63.81,63.81,
2022-01-01,54020,1,333.07,333.07,
2022-01-01,54195,1,9.87,9.87,
2022-01-01,54264,1,22.58,22.58,
2022-01-01,54275,1,9.18,9.18,
2022-01-01,54297,1,20.0,20.0,
2022-01-01,54334,1,62.13,62.13,
2022-01-01,54366,1,584.12,584.12,
2022-01-01,54428,1,42.67,42.67,
2022-01-01,54615,1,292.1,292.1,
2022-01-01,54648,1,39.66,39.66,
2022-01-01,54800,1,284.12,284.12,
2022-01-01,54860,1,35.69,35.69,
2022-01-01,54899,1,480.82,480.82,
2022-01-01,54949,1,9.67,9.67,
2022-01-01,55156,1,10.06,10.06,
2022-01-01,55170,1,20.0,20.0,
2022-01-01,55252,1,2901.52,2901.52,
2022-01-01,55418,1,578.32,578.32,
2022-01-01,55442,1,19.19,19.19,
2022-01-01,55461,1,10.09,10.09,
2022-01-01,55474,1,11.09,11.09,
2022-01-01,55529,1,97.12,97.12,
2022-01-01,55547,1,29.4,29.4,
2022-01-01,55549,1,75.65,75.65,
2022-01-01,55553,1,23.15,23.15,
2022-01-01,55597,1,135.91,135.91,
2022-01-01,55605,1,71.62,71.62,
2022-01-01,55766,2,360.73,180.365,140.39605140458897
2022-01-01,55806,1,40.0,40.0,
2022-01-01,55995,1,17.2,17.2,
2022-01-01,56083,1,15.02,15.02,
2022-01-01,56238,1,20.0,20.0,
2022-01-01,56280,1,295.78,295.78,
2022-01-01,56499,1,20.0,20.0,
2022-01-01,56685,1,825.39,825.39,
2022-01-01,56783,1,19.1,19.1,
2022-01-01,57060,1,27.3,27.3,
2022-01-01,57065,1,219.63,219.63,
2022-01-01,57086,1,200.0,200.0,
2022-01-01,57125,1,20.0,20.0,
2022-01-01,57188,1,125.79,125.79,
2022-01-01,57261,1,20.37,20.37,
2022-01-01,57365,1,2420.31,2420.31,
2022-01-01,57606,1,100.0,100.0,
2022-01-01,57633,1,120.39,120.39,
2022-01-01,57722,1,8.34,8.34,
2022-01-01,57850,1,3.4,3.4,
2022-01-01,57875,1,100.0,100.0,
2022-01-01,57879,1,5.03,5.03,
2022-01-01,57930,1,19.36,19.36,
2022-01-01,58064,1,292.54,292.54,
2022-01-01,58071,1,197.97,197.97,
2022-01-01,58353,1,22.97,22.97,
2022-01-01,58376,1,40.67,40.67,
2022-01-01,58491,1,64.43,64.43,
2022-01-01,58529,1,11.08,11.08,
2022-01-01,58635,1,146.87,146.87,
2022-01-01,58771,1,10.41,10.41,
2022-01-01,58790,1,28.96,28.96,
2022-01-01,58852,1,49.19,49.19,
2022-01-01,58903,1,149.63,149.63,
2022-01-01,58927,1,42.78,42.78,
2022-01-01,58940,1,20.0,20.0,
2022-01-01,59046,1,186.87,186.87,
2022-01-01,59089,1,335.83,335.83,
2022-01-01,59242,1,202.03,202.03,
2022-01-01,59334,1,24.47,24.47,
2022-01-01,59358,1,61.58,61.58,
2022-01-01,59360,1,120.71,120.71,
2022-01-01,59515,1,100.82,100.82,
2022-01-01,59521,1,27.37,27.37,
2022-01-01,59609,1,7.93,7.93,
2022-01-01,59621,1,31.79,31.79,
2022-01-01,59680,1,6.9,6.9,
2022-01-01,59701,1,4.99,4.99,
2022-01-01,59768,1,314.98,314.98,
2022-01-01,59783,1,82.56,82.56,
2022-01-01,59848,1,28.18,28.18,
2022-01-01,59876,1,66.99,66.99,
2022-01-01,59877,1,291.95,291.95,
2022-01-01,59903,1,112.38,112.38,
2022-01-01,59916,1,8.84,8.84,
2022-01-01,59929,1,51.59,51.59,
2022-01-01,60040,1,24.84,24.84,
2022-01-01,60128,1,1412.75,1412.75,
